80 50
1 38 39 23,42
1 39 40 19,97
1 40 41 21,76
1 41 42 21,11
1 42 43 21,57
1 43 44 19,53
1 44 45 18,82
1 45 46 21,27
1 46 47 19,40
1 47 48 17,57
1 48 49 25,79
1 49 50 17,59
1 50 51 29,52
1 51 52 21,98
1 52 53 22,46
1 53 54 25,31
1 54 55 25,80
1 55 56 19,10
1 56 57 24,32
1 57 58 25,76
1 58 59 20,57
1 59 60 33,97
1 60 61 32,10
1 61 62 23,32
1 62 63 21,85
1 63 64 24,91
1 64 65 23,82
1 65 66 30,81
1 66 67 21,95
1 67 68 22,97
1 68 69 26,80
1 69 70 32,82
1 70 71 26,08
1 71 72 33,31
1 72 73 24,86
1 73 74 26,27
1 74 75 17,49
1 75 76 15,58
1 76 77 19,04
1 77 78 19,41
1 78 79 22,70
1 79 80 21,91
1 1 3 32,86
1 2 4 19,81
1 3 5 17,21
1 4 6 28,33
1 5 7 38,62
1 6 8 41,25
1 7 9 28,68
1 8 10 28,16
1 9 11 30,50
1 10 12 21,13
1 11 13 30,08
1 12 14 33,86
1 13 15 36,56
1 14 16 33,82
1 15 17 25,93
1 16 18 29,67
1 17 19 31,67
1 18 20 34,14
1 19 21 31,78
1 20 22 35,91
1 21 23 34,79
1 22 24 34,13
1 23 25 40,42
1 24 26 26,28
1 25 27 36,57
1 26 28 36,75
1 27 29 27,91
1 28 30 27,17
1 29 31 24,44
1 30 32 25,79
1 31 33 26,86
1 32 34 32,58
1 33 35 26,64
1 34 36 25,71
1 35 37 33,32
1 36 38 28,18
1 37 39 23,63
1 38 40 31,00
1 39 41 27,58
1 40 42 28,14
1 41 43 24,00
1 42 44 26,70
1 43 45 20,97
1 44 46 29,39
1 45 47 27,28
1 46 48 24,89
1 47 49 29,23
1 48 50 26,40
1 49 51 30,43
1 50 52 34,17
1 51 53 23,45
1 52 54 34,88
1 53 55 35,28
1 54 56 28,13
1 55 57 30,88
1 56 58 26,47
1 57 59 39,19
1 58 60 34,47
1 59 61 51,02
1 60 62 37,53
1 61 63 36,02
1 62 64 25,63
1 63 65 25,70
1 64 66 39,94
1 65 67 31,32
1 66 68 25,92
1 67 69 33,41
1 68 70 41,68
1 69 71 34,32
1 70 72 34,15
1 71 73 34,03
1 72 74 27,79
1 73 75 32,40
1 74 76 21,70
1 75 77 23,74
1 76 78 21,60
1 77 79 33,85
1 78 80 30,84
1 1 4 38,00
1 2 5 22,02
1 3 6 31,18
1 4 7 43,09
1 5 8 43,98
1 6 9 42,59
1 7 10 35,54
1 8 11 30,77
1 9 12 30,71
1 10 13 39,04
1 11 14 35,34
1 12 15 40,40
1 13 16 40,76
1 14 17 34,30
1 15 18 29,84
1 16 19 34,17
1 17 20 42,97
1 18 21 36,90
1 19 22 41,88
1 20 23 38,35
1 21 24 48,86
1 22 25 42,96
1 23 26 41,06
1 24 27 38,89
1 25 28 47,31
1 26 29 37,93
1 27 30 39,07
1 28 31 30,22
1 29 32 35,68
1 30 33 31,96
1 31 34 40,18
1 32 35 35,81
1 33 36 34,70
1 34 37 38,75
1 35 38 40,90
1 36 39 37,29
1 37 40 35,20
1 38 41 34,83
1 39 42 34,11
1 40 43 30,18
1 41 44 30,90
1 42 45 30,27
1 43 46 30,60
1 44 47 36,59
1 45 48 32,94
1 46 49 35,88
1 47 50 30,83
1 48 51 32,79
1 49 52 34,85
1 50 53 37,80
1 51 54 37,85
1 52 55 37,29
1 53 56 35,55
1 54 57 40,38
1 55 58 33,44
1 56 59 44,11
1 57 60 53,03
1 58 61 51,58
1 59 62 54,42
1 60 63 44,75
1 61 64 36,52
1 62 65 33,07
1 63 66 40,93
1 64 67 41,68
1 65 68 32,10
1 66 69 36,61
1 67 70 50,94
1 68 71 42,05
1 69 72 37,93
1 70 73 44,51
1 71 74 39,80
1 72 75 34,05
1 73 76 34,46
1 74 77 36,38
1 75 78 26,56
1 76 79 35,83
1 77 80 39,16
1 1 5 39,70
1 2 6 33,34
1 3 7 44,15
1 4 8 51,57
1 5 9 46,29
1 6 10 44,27
1 7 11 37,45
1 8 12 33,24
1 9 13 47,16
1 10 14 45,03
1 11 15 46,80
1 12 16 50,29
1 13 17 42,84
1 14 18 40,93
1 15 19 37,67
1 16 20 43,30
1 17 21 46,48
1 18 22 52,20
1 19 23 49,13
1 20 24 52,92
1 21 25 52,93
1 22 26 46,18
1 23 27 50,73
1 24 28 48,50
1 25 29 48,47
1 26 30 44,41
1 27 31 41,66
1 28 32 45,64
1 29 33 38,02
1 30 34 48,13
1 31 35 46,15
1 32 36 43,33
1 33 37 42,67
1 34 38 47,40
1 35 39 45,66
1 36 40 41,30
1 37 41 41,59
1 38 42 42,97
1 39 43 41,29
1 40 44 40,64
1 41 45 41,45
1 42 46 41,78
1 43 47 36,70
1 44 48 40,19
1 45 49 37,70
1 46 50 42,18
1 47 51 36,61
1 48 52 40,36
1 49 53 39,97
1 50 54 50,22
1 51 55 49,01
1 52 56 44,84
1 53 57 49,84
1 54 58 41,15
1 55 59 49,08
1 56 60 58,25
1 57 61 57,07
1 58 62 56,22
1 59 63 62,09
1 60 64 46,53
1 61 65 43,65
1 62 66 52,81
1 63 67 43,60
1 64 68 49,20
1 65 69 46,64
1 66 70 54,12
1 67 71 54,08
1 68 72 45,43
1 69 73 52,54
1 70 74 51,35
1 71 75 40,66
1 72 76 34,76
1 73 77 47,47
1 74 78 37,77
1 75 79 42,47
1 76 80 41,47
1 1 6 50,53
1 2 7 47,83
1 3 8 52,99
1 4 9 53,21
1 5 10 50,11
1 6 11 48,60
1 7 12 46,92
1 8 13 50,43
1 9 14 55,20
1 10 15 53,56
1 11 16 50,58
1 12 17 52,39
1 13 18 42,85
1 14 19 42,57
1 15 20 54,08
1 16 21 48,48
1 17 22 61,36
1 18 23 56,94
1 19 24 58,16
1 20 25 58,17
1 21 26 53,59
1 22 27 53,97
1 23 28 62,09
1 24 29 52,42
1 25 30 59,27
1 26 31 51,65
1 27 32 52,54
1 28 33 47,34
1 29 34 54,32
1 30 35 49,91
1 31 36 50,78
1 32 37 44,29
1 33 38 47,66
1 34 39 47,86
1 35 40 56,19
1 36 41 48,89
1 37 42 43,41
1 38 43 49,80
1 39 44 48,14
1 40 45 48,82
1 41 46 42,88
1 42 47 42,18
1 43 48 42,87
1 44 49 44,32
1 45 50 44,10
1 46 51 45,29
1 47 52 50,45
1 48 53 44,42
1 49 54 52,35
1 50 55 62,32
1 51 56 50,18
1 52 57 58,46
1 53 58 50,92
1 54 59 52,48
1 55 60 61,86
1 56 61 66,59
1 57 62 63,83
1 58 63 64,44
1 59 64 63,20
1 60 65 47,22
1 61 66 60,68
1 62 67 54,72
1 63 68 51,61
1 64 69 58,93
1 65 70 63,72
1 66 71 55,69
1 67 72 59,50
1 68 73 53,63
1 69 74 57,00
1 70 75 53,11
1 71 76 43,24
1 72 77 47,74
1 73 78 52,34
1 74 79 50,42
1 75 80 46,77
1 1 7 66,18
1 2 8 59,39
1 3 9 54,54
1 4 10 55,49
1 5 11 51,96
1 6 12 55,42
1 7 13 54,99
1 8 14 57,39
1 9 15 56,89
1 10 16 61,64
1 11 17 55,54
1 12 18 52,80
1 13 19 44,17
1 14 20 57,82
1 15 21 57,35
1 16 22 64,55
1 17 23 64,28
1 18 24 70,09
1 19 25 62,81
1 20 26 58,97
1 21 27 66,25
1 22 28 65,58
1 23 29 65,82
1 24 30 63,79
1 25 31 61,88
1 26 32 55,47
1 27 33 55,02
1 28 34 61,89
1 29 35 57,78
1 30 36 55,84
1 31 37 53,31
1 32 38 49,35
1 33 39 57,81
1 34 40 56,20
1 35 41 57,37
1 36 42 54,25
1 37 43 53,07
1 38 44 52,00
1 39 45 53,27
1 40 46 53,56
1 41 47 45,24
1 42 48 49,69
1 43 49 49,11
1 44 50 53,49
1 45 51 51,66
1 46 52 57,45
1 47 53 51,79
1 48 54 54,36
1 49 55 64,83
1 50 56 65,78
1 51 57 63,28
1 52 58 59,32
1 53 59 61,43
1 54 60 64,30
1 55 61 75,39
1 56 62 72,94
1 57 63 76,87
1 58 64 66,86
1 59 65 63,95
1 60 66 61,97
1 61 67 65,16
1 62 68 57,22
1 63 69 61,23
1 64 70 68,25
1 65 71 65,86
1 66 72 59,96
1 67 73 65,77
1 68 74 58,11
1 69 75 60,21
1 70 76 57,85
1 71 77 56,23
1 72 78 53,45
1 73 79 57,04
1 74 80 51,26
1 1 8 74,98
1 2 9 60,77
1 3 10 60,57
1 4 11 59,36
1 5 12 56,72
1 6 13 61,53
1 7 14 58,61
1 8 15 66,04
1 9 16 63,67
1 10 17 62,45
1 11 18 56,95
1 12 19 54,05
1 13 20 61,32
1 14 21 60,52
1 15 22 65,53
1 16 23 68,65
1 17 24 71,31
1 18 25 70,78
1 19 26 70,79
1 20 27 69,56
1 21 28 78,18
1 22 29 68,66
1 23 30 68,36
1 24 31 65,66
1 25 32 61,99
1 26 33 63,44
1 27 34 68,82
1 28 35 62,06
1 29 36 61,24
1 30 37 57,66
1 31 38 54,28
1 32 39 58,04
1 33 40 66,94
1 34 41 64,43
1 35 42 66,95
1 36 43 62,99
1 37 44 54,82
1 38 45 60,38
1 39 46 61,10
1 40 47 56,57
1 41 48 51,31
1 42 49 50,76
1 43 50 60,41
1 44 51 64,00
1 45 52 59,50
1 46 53 61,45
1 47 54 57,78
1 48 55 68,67
1 49 56 66,97
1 50 57 66,17
1 51 58 64,34
1 52 59 62,64
1 53 60 73,05
1 54 61 77,49
1 55 62 78,34
1 56 63 85,32
1 57 64 82,25
1 58 65 67,64
1 59 66 73,44
1 60 67 65,36
1 61 68 66,61
1 62 69 64,19
1 63 70 69,44
1 64 71 68,71
1 65 72 66,04
1 66 73 69,12
1 67 74 70,45
1 68 75 65,75
1 69 76 62,04
1 70 77 58,60
1 71 78 61,41
1 72 79 57,55
1 73 80 57,06
1 1 9 76,25
1 2 10 61,62
1 3 11 60,92
1 4 12 64,78
1 5 13 65,49
1 6 14 76,18
1 7 15 72,38
1 8 16 72,78
1 9 17 69,03
1 10 18 63,56
1 11 19 59,49
1 12 20 63,48
1 13 21 61,97
1 14 22 70,42
1 15 23 71,75
1 16 24 76,92
1 17 25 77,86
1 18 26 75,32
1 19 27 80,01
1 20 28 84,85
1 21 29 79,78
1 22 30 69,60
1 23 31 79,84
1 24 32 71,58
1 25 33 70,81
1 26 34 69,32
1 27 35 72,46
1 28 36 70,88
1 29 37 64,31
1 30 38 57,95
1 31 39 62,45
1 32 40 68,28
1 33 41 75,19
1 34 42 68,19
1 35 43 71,31
1 36 44 69,62
1 37 45 62,68
1 38 46 66,85
1 39 47 64,15
1 40 48 61,18
1 41 49 57,00
1 42 50 61,25
1 43 51 64,49
1 44 52 74,76
1 45 53 65,29
1 46 54 71,34
1 47 55 69,50
1 48 56 70,65
1 49 57 74,51
1 50 58 71,70
1 51 59 75,46
1 52 60 73,28
1 53 61 78,87
1 54 62 83,74
1 55 63 89,11
1 56 64 85,81
1 57 65 85,62
1 58 66 80,51
1 59 67 83,66
1 60 68 72,02
1 61 69 79,05
1 62 70 73,18
1 63 71 78,36
1 64 72 76,08
1 65 73 79,28
1 66 74 77,94
1 67 75 77,02
1 68 76 67,16
1 69 77 70,54
1 70 78 71,68
1 71 79 73,06
1 72 80 66,52
1 1 10 80,51
1 2 11 67,32
1 3 12 70,37
1 4 13 66,18
1 5 14 78,15
1 6 15 84,54
1 7 16 73,39
1 8 17 73,40
1 9 18 72,91
1 10 19 64,59
1 11 20 65,52
1 12 21 69,75
1 13 22 70,94
1 14 23 77,88
1 15 24 84,44
1 16 25 82,85
1 17 26 78,92
1 18 27 86,59
1 19 28 96,85
1 20 29 85,83
1 21 30 82,42
1 22 31 80,31
1 23 32 82,58
1 24 33 76,21
1 25 34 74,47
1 26 35 79,96
1 27 36 74,03
1 28 37 73,35
1 29 38 69,09
1 30 39 62,94
1 31 40 69,48
1 32 41 76,14
1 33 42 77,47
1 34 43 72,77
1 35 44 73,59
1 36 45 75,12
1 37 46 72,52
1 38 47 69,34
1 39 48 64,46
1 40 49 65,68
1 41 50 62,15
1 42 51 72,84
1 43 52 75,17
1 44 53 76,51
1 45 54 76,95
1 46 55 81,50
1 47 56 73,45
1 48 57 80,06
1 49 58 80,27
1 50 59 77,92
1 51 60 78,84
1 52 61 85,31
1 53 62 91,96
1 54 63 90,19
1 55 64 90,59
1 56 65 90,18
1 57 66 86,15
1 58 67 85,29
1 59 68 86,58
1 60 69 79,40
1 61 70 84,34
1 62 71 79,06
1 63 72 82,35
1 64 73 80,35
1 65 74 86,43
1 66 75 83,62
1 67 76 81,48
1 68 77 77,72
1 69 78 74,93
1 70 79 74,35
1 71 80 77,85
1 1 11 83,63
1 2 12 75,21
1 3 13 71,81
1 4 14 78,34
1 5 15 89,58
1 6 16 92,37
1 7 17 80,35
1 8 18 74,15
1 9 19 74,77
1 10 20 69,14
1 11 21 73,63
1 12 22 79,42
1 13 23 81,59
1 14 24 87,70
1 15 25 89,80
1 16 26 86,12
1 17 27 91,69
1 18 28 99,06
1 19 29 98,52
1 20 30 87,11
1 21 31 85,45
1 22 32 83,78
1 23 33 85,65
1 24 34 89,72
1 25 35 84,27
1 26 36 82,44
1 27 37 80,01
1 28 38 75,31
1 29 39 73,34
1 30 40 75,39
1 31 41 77,99
1 32 42 78,18
1 33 43 82,73
1 34 44 74,63
1 35 45 84,48
1 36 46 82,52
1 37 47 74,22
1 38 48 72,59
1 39 49 70,60
1 40 50 66,51
1 41 51 73,78
1 42 52 79,54
1 43 53 80,49
1 44 54 85,90
1 45 55 88,35
1 46 56 85,08
1 47 57 84,29
1 48 58 84,13
1 49 59 84,42
1 50 60 93,38
1 51 61 96,39
1 52 62 96,50
1 53 63 100,53
1 54 64 92,89
1 55 65 96,07
1 56 66 92,90
1 57 67 98,17
1 58 68 89,99
1 59 69 96,81
1 60 70 97,49
1 61 71 94,02
1 62 72 86,92
1 63 73 87,81
1 64 74 93,56
1 65 75 90,69
1 66 76 86,91
1 67 77 84,49
1 68 78 83,35
1 69 79 75,91
1 70 80 81,93
1 1 12 93,45
1 2 13 80,77
1 3 14 80,51
1 4 15 90,36
1 5 16 96,84
1 6 17 94,79
1 7 18 82,88
1 8 19 74,98
1 9 20 78,63
1 10 21 82,40
1 11 22 80,42
1 12 23 89,96
1 13 24 91,51
1 14 25 94,22
1 15 26 94,49
1 16 27 94,09
1 17 28 101,72
1 18 29 100,88
1 19 30 101,26
1 20 31 89,77
1 21 32 96,81
1 22 33 94,58
1 23 34 95,02
1 24 35 94,74
1 25 36 85,09
1 26 37 87,46
1 27 38 82,71
1 28 39 75,92
1 29 40 77,08
1 30 41 82,42
1 31 42 86,63
1 32 43 83,11
1 33 44 85,67
1 34 45 87,03
1 35 46 93,66
1 36 47 84,64
1 37 48 81,11
1 38 49 82,09
1 39 50 74,71
1 40 51 78,02
1 41 52 84,12
1 42 53 84,58
1 43 54 86,24
1 44 55 98,78
1 45 56 90,27
1 46 57 94,69
1 47 58 87,95
1 48 59 84,79
1 49 60 95,18
1 50 61 103,71
1 51 62 97,84
1 52 63 103,47
1 53 64 102,77
1 54 65 97,32
1 55 66 101,17
1 56 67 106,02
1 57 68 100,89
1 58 69 98,57
1 59 70 104,20
1 60 71 99,61
1 61 72 102,41
1 62 73 92,83
1 63 74 101,32
1 64 75 93,91
1 65 76 91,45
1 66 77 95,12
1 67 78 92,20
1 68 79 86,85
1 69 80 87,70
1 1 13 95,82
1 2 14 82,93
1 3 15 90,52
1 4 16 97,31
1 5 17 98,59
1 6 18 97,90
1 7 19 84,98
1 8 20 79,84
1 9 21 90,07
1 10 22 89,01
1 11 23 91,66
1 12 24 95,13
1 13 25 96,15
1 14 26 94,54
1 15 27 95,75
1 16 28 110,93
1 17 29 102,60
1 18 30 105,90
1 19 31 102,50
1 20 32 97,84
1 21 33 98,31
1 22 34 105,05
1 23 35 105,16
1 24 36 95,75
1 25 37 96,25
1 26 38 92,72
1 27 39 87,02
1 28 40 85,48
1 29 41 83,77
1 30 42 87,21
1 31 43 90,25
1 32 44 91,07
1 33 45 90,76
1 34 46 95,73
1 35 47 94,80
1 36 48 91,70
1 37 49 86,04
1 38 50 85,89
1 39 51 87,78
1 40 52 87,17
1 41 53 85,06
1 42 54 95,58
1 43 55 100,07
1 44 56 99,38
1 45 57 96,14
1 46 58 99,97
1 47 59 96,57
1 48 60 96,71
1 49 61 109,15
1 50 62 113,60
1 51 63 107,88
1 52 64 108,73
1 53 65 105,73
1 54 66 106,77
1 55 67 109,34
1 56 68 109,70
1 57 69 107,06
1 58 70 111,92
1 59 71 105,90
1 60 72 104,59
1 61 73 104,63
1 62 74 105,95
1 63 75 101,53
1 64 76 96,21
1 65 77 97,00
1 66 78 95,16
1 67 79 94,33
1 68 80 101,07
1 1 14 97,08
1 2 15 95,96
1 3 16 98,79
1 4 17 98,64
1 5 18 99,33
1 6 19 98,46
1 7 20 96,36
1 8 21 93,03
1 9 22 93,99
1 10 23 101,05
1 11 24 95,66
1 12 25 103,73
1 13 26 99,51
1 14 27 103,32
1 15 28 111,75
1 16 29 111,05
1 17 30 107,62
1 18 31 106,06
1 19 32 106,28
1 20 33 99,76
1 21 34 116,13
1 22 35 107,42
1 23 36 109,63
1 24 37 101,73
1 25 38 104,97
1 26 39 96,03
1 27 40 87,42
1 28 41 92,03
1 29 42 87,70
1 30 43 91,47
1 31 44 96,97
1 32 45 95,23
1 33 46 99,56
1 34 47 98,41
1 35 48 98,46
1 36 49 97,41
1 37 50 86,59
1 38 51 93,84
1 39 52 93,22
1 40 53 87,30
1 41 54 96,62
1 42 55 108,91
1 43 56 101,00
1 44 57 102,17
1 45 58 101,64
1 46 59 101,48
1 47 60 103,09
1 48 61 112,52
1 49 62 115,30
1 50 63 113,99
1 51 64 111,93
1 52 65 108,98
1 53 66 114,80
1 54 67 111,47
1 55 68 116,59
1 56 69 114,10
1 57 70 118,90
1 58 71 114,77
1 59 72 113,85
1 60 73 110,25
1 61 74 108,02
1 62 75 106,44
1 63 76 106,90
1 64 77 108,13
1 65 78 102,25
1 66 79 98,26
1 67 80 102,24
1 1 15 108,90
1 2 16 100,08
1 3 17 102,13
1 4 18 106,14
1 5 19 100,27
1 6 20 109,33
1 7 21 100,70
1 8 22 94,37
1 9 23 107,33
1 10 24 111,29
1 11 25 109,86
1 12 26 104,06
1 13 27 105,20
1 14 28 113,83
1 15 29 113,74
1 16 30 113,82
1 17 31 110,16
1 18 32 120,36
1 19 33 108,22
1 20 34 117,63
1 21 35 117,17
1 22 36 111,60
1 23 37 112,59
1 24 38 105,91
1 25 39 105,50
1 26 40 97,33
1 27 41 97,40
1 28 42 93,51
1 29 43 99,24
1 30 44 103,10
1 31 45 100,15
1 32 46 107,80
1 33 47 100,17
1 34 48 104,20
1 35 49 103,86
1 36 50 99,68
1 37 51 94,52
1 38 52 104,61
1 39 53 96,98
1 40 54 102,31
1 41 55 110,57
1 42 56 109,37
1 43 57 108,93
1 44 58 106,50
1 45 59 107,94
1 46 60 109,18
1 47 61 116,63
1 48 62 116,60
1 49 63 125,14
1 50 64 114,04
1 51 65 119,19
1 52 66 115,75
1 53 67 117,18
1 54 68 118,67
1 55 69 124,71
1 56 70 120,51
1 57 71 122,18
1 58 72 117,33
1 59 73 123,06
1 60 74 114,02
1 61 75 110,20
1 62 76 109,92
1 63 77 117,61
1 64 78 109,91
1 65 79 103,93
1 66 80 109,12
1 1 16 113,70
1 2 17 102,79
1 3 18 108,22
1 4 19 106,60
1 5 20 111,53
1 6 21 116,72
1 7 22 110,63
1 8 23 108,69
1 9 24 116,49
1 10 25 114,44
1 11 26 110,63
1 12 27 114,07
1 13 28 119,86
1 14 29 117,52
1 15 30 121,11
1 16 31 115,37
1 17 32 121,33
1 18 33 120,77
1 19 34 119,83
1 20 35 117,71
1 21 36 119,88
1 22 37 119,68
1 23 38 114,43
1 24 39 110,77
1 25 40 112,94
1 26 41 104,84
1 27 42 98,51
1 28 43 105,91
1 29 44 105,48
1 30 45 106,54
1 31 46 112,10
1 32 47 112,33
1 33 48 110,81
1 34 49 108,03
1 35 50 108,10
1 36 51 107,61
1 37 52 108,47
1 38 53 106,91
1 39 54 109,85
1 40 55 112,87
1 41 56 112,27
1 42 57 116,30
1 43 58 111,32
1 44 59 111,25
1 45 60 119,83
1 46 61 118,75
1 47 62 117,02
1 48 63 127,73
1 49 64 127,16
1 50 65 123,74
1 51 66 126,31
1 52 67 120,65
1 53 68 129,15
1 54 69 127,12
1 55 70 125,35
1 56 71 129,62
1 57 72 131,99
1 58 73 128,84
1 59 74 129,67
1 60 75 114,63
1 61 76 111,32
1 62 77 118,50
1 63 78 120,64
1 64 79 117,55
1 65 80 112,26
1 1 17 118,01
1 2 18 112,43
1 3 19 108,77
1 4 20 111,75
1 5 21 117,26
1 6 22 123,07
1 7 23 115,12
1 8 24 119,83
1 9 25 118,07
1 10 26 119,25
1 11 27 116,13
1 12 28 120,33
1 13 29 120,74
1 14 30 125,34
1 15 31 121,80
1 16 32 125,44
1 17 33 127,88
1 18 34 134,06
1 19 35 120,09
1 20 36 122,51
1 21 37 129,27
1 22 38 120,45
1 23 39 117,78
1 24 40 113,38
1 25 41 115,95
1 26 42 105,08
1 27 43 109,53
1 28 44 112,41
1 29 45 108,60
1 30 46 115,29
1 31 47 112,79
1 32 48 112,72
1 33 49 111,59
1 34 50 110,97
1 35 51 112,66
1 36 52 116,49
1 37 53 109,22
1 38 54 111,90
1 39 55 113,61
1 40 56 114,59
1 41 57 118,22
1 42 58 118,26
1 43 59 111,40
1 44 60 121,73
1 45 61 126,08
1 46 62 124,79
1 47 63 129,94
1 48 64 129,31
1 49 65 131,57
1 50 66 134,81
1 51 67 132,95
1 52 68 129,31
1 53 69 134,18
1 54 70 137,79
1 55 71 136,88
1 56 72 137,79
1 57 73 146,09
1 58 74 132,03
1 59 75 130,69
1 60 76 124,51
1 61 77 124,09
1 62 78 126,48
1 63 79 122,35
1 64 80 127,31
1 1 18 118,15
1 2 19 114,48
1 3 20 121,64
1 4 21 124,62
1 5 22 124,98
1 6 23 132,89
1 7 24 121,86
1 8 25 120,58
1 9 26 123,02
1 10 27 120,82
1 11 28 124,06
1 12 29 121,97
1 13 30 127,89
1 14 31 128,84
1 15 32 134,47
1 16 33 128,49
1 17 34 135,83
1 18 35 135,69
1 19 36 132,84
1 20 37 129,78
1 21 38 131,54
1 22 39 126,23
1 23 40 122,30
1 24 41 119,88
1 25 42 120,36
1 26 43 116,90
1 27 44 112,76
1 28 45 112,77
1 29 46 118,05
1 30 47 116,98
1 31 48 113,19
1 32 49 117,01
1 33 50 119,90
1 34 51 114,04
1 35 52 125,71
1 36 53 122,32
1 37 54 123,44
1 38 55 115,89
1 39 56 122,72
1 40 57 126,17
1 41 58 118,84
1 42 59 118,55
1 43 60 123,74
1 44 61 130,69
1 45 62 134,91
1 46 63 132,15
1 47 64 131,97
1 48 65 131,66
1 49 66 142,95
1 50 67 141,45
1 51 68 140,45
1 52 69 137,66
1 53 70 147,19
1 54 71 144,06
1 55 72 145,49
1 56 73 147,33
1 57 74 149,75
1 58 75 134,76
1 59 76 139,39
1 60 77 129,86
1 61 78 127,55
1 62 79 127,89
1 63 80 130,87
1 1 19 130,07
1 2 20 122,74
1 3 21 125,29
1 4 22 127,48
1 5 23 134,77
1 6 24 134,55
1 7 25 135,49
1 8 26 124,46
1 9 27 125,23
1 10 28 124,67
1 11 29 126,71
1 12 30 128,86
1 13 31 131,50
1 14 32 135,57
1 15 33 135,95
1 16 34 141,11
1 17 35 136,03
1 18 36 140,01
1 19 37 133,44
1 20 38 134,82
1 21 39 135,34
1 22 40 128,57
1 23 41 123,44
1 24 42 121,82
1 25 43 123,20
1 26 44 123,26
1 27 45 116,38
1 28 46 121,65
1 29 47 119,07
1 30 48 119,74
1 31 49 123,80
1 32 50 121,98
1 33 51 120,30
1 34 52 125,95
1 35 53 125,87
1 36 54 124,86
1 37 55 129,04
1 38 56 123,12
1 39 57 134,16
1 40 58 126,94
1 41 59 123,99
1 42 60 130,01
1 43 61 134,23
1 44 62 139,13
1 45 63 138,78
1 46 64 137,09
1 47 65 138,21
1 48 66 146,44
1 49 67 147,05
1 50 68 143,27
1 51 69 142,32
1 52 70 155,50
1 53 71 151,90
1 54 72 150,03
1 55 73 147,60
1 56 74 151,13
1 57 75 152,53
1 58 76 144,87
1 59 77 145,04
1 60 78 132,85
1 61 79 136,80
1 62 80 134,76
1 1 20 140,96
1 2 21 127,81
1 3 22 133,93
1 4 23 138,73
1 5 24 143,61
1 6 25 147,51
1 7 26 138,63
1 8 27 126,25
1 9 28 127,89
1 10 29 132,30
1 11 30 136,93
1 12 31 136,93
1 13 32 139,78
1 14 33 138,54
1 15 34 149,39
1 16 35 143,31
1 17 36 140,35
1 18 37 147,36
1 19 38 135,52
1 20 39 141,52
1 21 40 140,69
1 22 41 139,99
1 23 42 132,15
1 24 43 131,25
1 25 44 131,50
1 26 45 125,23
1 27 46 123,56
1 28 47 129,20
1 29 48 121,59
1 30 49 125,59
1 31 50 127,44
1 32 51 126,45
1 33 52 126,68
1 34 53 133,04
1 35 54 127,16
1 36 55 132,77
1 37 56 131,34
1 38 57 138,47
1 39 58 135,44
1 40 59 130,08
1 41 60 138,80
1 42 61 145,13
1 43 62 145,76
1 44 63 147,39
1 45 64 139,13
1 46 65 140,96
1 47 66 149,08
1 48 67 147,74
1 49 68 148,46
1 50 69 144,81
